업종명,업소명,소재지(도로명),소재지(지번),소재지전화,관리기관전화번호,관리기관명
일반음식점,알통떡강정,"경상북도 구미시 금오시장로 13, 1층 110,111,130,131호 (원평동)",경상북도 구미시 원평동 1028번지 2호 금오시장 110.111.130.131호 ,054-451-3142,054-480-5548,경상북도 구미시청
일반음식점,다대포곱장어구이,"경상북도 구미시 고아읍 선산대로 961, 1층",경상북도 구미시 고아읍 이례리 319번지 1층 ,054-481-3235,054-480-5548,경상북도 구미시청
일반음식점,소보로금오산한우,"경상북도 구미시 금오산로 184, 1층 (남통동)",경상북도 구미시 남통동 414번지 97호 1층 ,054-456-3322,054-480-5548,경상북도 구미시청
일반음식점,투존치킨상모사곡점,"경상북도 구미시 상사서로 55, 1층 128호 (상모동, 상모프라자)",경상북도 구미시 상모동 32번지 6호 상모프라자 1층 128호,054-462-8787,054-480-5548,경상북도 구미시청
일반음식점,투다리골드점,"경상북도 구미시 산동면 신당2로1길 7, 상가2동 지하2층 B6호 (골드클래스)",경상북도 구미시 산동면 신당리 0번지 골드클래스 지하2층 상가2동 B6호,054-475-2492,054-480-5548,경상북도 구미시청
일반음식점,백도원평점,"경상북도 구미시 구미중앙로35길 28, 2층 203호 (원평동)",경상북도 구미시 원평동 1052번지 8호 2층 203호,054-441-6259,054-480-5548,경상북도 구미시청
일반음식점,마마정의식탁,"경상북도 구미시 칠성로2길 31-2, 1층 (신평동)",경상북도 구미시 신평동 141번지 17호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,나인로드엔팔각소반구미봉곡G7스퀘어점,"경상북도 구미시 야은로 296, 금오G7스퀘어 2층 4호 (봉곡동)",경상북도 구미시 봉곡동 36번지 금오G7스퀘어 2층 4호,054-454-0808,054-480-5548,경상북도 구미시청
일반음식점,소박한식당구미G7스퀘어점,"경상북도 구미시 야은로 296, 지하1층 (봉곡동, 금오 G7 스퀘어)",경상북도 구미시 봉곡동 36번지 금오 G7 스퀘어 지하1층 ,,054-480-5548,경상북도 구미시청
일반음식점,맛있는광장갈비문성점,"경상북도 구미시 고아읍 들성로 203, 1,2층",경상북도 구미시 고아읍 문성리 1128번지  ,054-456-0067,054-480-5548,경상북도 구미시청
일반음식점,문손정통중화요리,"경상북도 구미시 산동면 강동로 971, 1층",경상북도 구미시 산동면 인덕리 872번지 8호  ,054-473-3005,054-480-5548,경상북도 구미시청
일반음식점,옛날시장통닭비산점,"경상북도 구미시 신비로 115, 1층 (비산동)",경상북도 구미시 비산동 458번지 2호  ,054-462-6968,054-480-5548,경상북도 구미시청
일반음식점,한입구이,"경상북도 구미시 인동15길 28, 1층 (인의동)",경상북도 구미시 인의동 655번지 13호 1층 ,054-474-1292,054-480-5548,경상북도 구미시청
일반음식점,수찜닭인동진평점,"경상북도 구미시 인동32길 31-4, 1층 (진평동)",경상북도 구미시 진평동 138번지 2호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,마님이끓인짜글이돌쇠가꾸운석쇠송정점,"경상북도 구미시 신시로10길 127, 1층 (송정동)",경상북도 구미시 송정동 497번지 53호 1층 ,054-455-5777,054-480-5548,경상북도 구미시청
일반음식점,금수천반점,"경상북도 구미시 임은길 59, 1층 (임은동)",경상북도 구미시 임은동 371번지 9호 1층 ,054-461-3383,054-480-5548,경상북도 구미시청
일반음식점,다미손칼국수,"경상북도 구미시 인동중앙로3길 35, 1층 (황상동)",경상북도 구미시 황상동 325번지 1호 1층 ,054-474-4979,054-480-5548,경상북도 구미시청
일반음식점,노란집등뼈전골,"경상북도 구미시 도봉로1길 11-2, 1층 (봉곡동)",경상북도 구미시 봉곡동 12번지 1호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,마라도활어횟집,"경상북도 구미시 수출대로3길 107, A동 1층 8,15,30,37호 (공단동)","경상북도 구미시 공단동 107번지 1층 8,15,30,37호 A동 ",,054-480-5548,경상북도 구미시청
일반음식점,아지야가꿉으께,"경상북도 구미시 금오시장로9길 11, 1층 (원평동)",경상북도 구미시 원평동 1025번지 14호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,짜글이돼지찌개,"경상북도 구미시 3공단1로 302-7, 구미공구상가 지하1층 20호 (임수동)",경상북도 구미시 임수동 92번지 9호 구미공구상가 지하1층 20호,,054-480-5548,경상북도 구미시청
일반음식점,만땅,"경상북도 구미시 인동20길 14-2, 1층 (진평동)",경상북도 구미시 진평동 18번지 8호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,생곡삼거리식당,"경상북도 구미시 선산읍 선상동로 189, 1층",경상북도 구미시 선산읍 신기리 299번지 1층 ,054-481-6002,054-480-5548,경상북도 구미시청
일반음식점,파파밸리피자,"경상북도 구미시 구미중앙로 80, 1,2층 (원평동)","경상북도 구미시 원평동 1008번지 41호 1,2층 ",,054-480-5548,경상북도 구미시청
일반음식점,구미옛날감자탕구미점,"경상북도 구미시 구미중앙로9길 11, 가동 142호 (원평동)",경상북도 구미시 원평동 117번지 20호  가동 142호,054-457-4777,054-480-5548,경상북도 구미시청
일반음식점,대장쪽갈비구미본점,"경상북도 구미시 수출대로29길 6, 1층 (인의동)",경상북도 구미시 인의동 826번지 15호 1층 ,054-471-8595,054-480-5548,경상북도 구미시청
일반음식점,맛조은꼬기돼지꿈꾸는집,"경상북도 구미시 산동면 신당인덕1로 73, 1동 2층 203,204호","경상북도 구미시 산동면 신당리 0번지 구미국가산업단지확장단지17-3 2 외 1필지 2층 203,204호 1동 ",054-471-8855,054-480-5548,경상북도 구미시청
일반음식점,로라비트,"경상북도 구미시 구미중앙로 76, 경부선 구미종합역사 3층 (원평동)",경상북도 구미시 원평동 1008번지 1호 경부선 구미종합역사 3층 ,054-441-7982,054-480-5548,경상북도 구미시청
일반음식점,후니피자인동점,"경상북도 구미시 여헌로 79, 1층 (인의동)",경상북도 구미시 인의동 426번지 4호  ,054-473-9191,054-480-5548,경상북도 구미시청
일반음식점,곰두리네아름다운홍면,"경상북도 구미시 송정대로 17, 1층 102호 (송정동)",경상북도 구미시 송정동 28번지 9호 1층 102호,054-608-8080,054-480-5548,경상북도 구미시청
일반음식점,수카페띠아모,"경상북도 구미시 구미중앙로27길 11-1, 1층 (원평동)",경상북도 구미시 원평동 1032번지 43호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,선산단골식당,"경상북도 구미시 선산읍 단계동길 30, 1층",경상북도 구미시 선산읍 완전리 174번지 4호 1층 ,054-481-5552,054-480-5548,경상북도 구미시청
일반음식점,봉자동태감다,"경상북도 구미시 금오산로 96, 1층 (원평동)",경상북도 구미시 원평동 429번지 40호 1층 ,054-455-0802,054-480-5548,경상북도 구미시청
일반음식점,소시루왕만두,"경상북도 구미시 옥계북로 19, 1층 (옥계동)",경상북도 구미시 옥계동 891번지 6호 1층 ,054-473-3200,054-480-5548,경상북도 구미시청
일반음식점,호호분식클럽,"경상북도 구미시 상사동로22길 4, 1층 (사곡동)",경상북도 구미시 사곡동 686번지 1호 1층 ,054-463-3283,054-480-5548,경상북도 구미시청
일반음식점,투다리비산점,"경상북도 구미시 신비로 116, 1층 (비산동)",경상북도 구미시 비산동 459번지 8호 1층 ,054-464-8340,054-480-5548,경상북도 구미시청
일반음식점,인동가새집,"경상북도 구미시 인동중앙로5길 16-10, 1층 101호 (황상동)",경상북도 구미시 황상동 307번지 13호 1층 101호,,054-480-5548,경상북도 구미시청
일반음식점,투존치킨도량봉곡점,"경상북도 구미시 봉곡남로21길 18, 1층 101호 (봉곡동)",경상북도 구미시 봉곡동 217번지 8호 1층 101호,054-441-5882,054-480-5548,경상북도 구미시청
일반음식점,황금식당,"경상북도 구미시 산동면 신당인덕1로4길 9, 1층",경상북도 구미시 산동면 신당리 0번지 1층 ,054-474-4466,054-480-5548,경상북도 구미시청
일반음식점,케이엘피주식회사,"경상북도 구미시 경은로 106, 1층 (형곡동)",경상북도 구미시 형곡동 144번지 1층 ,054-454-9000,054-480-5548,경상북도 구미시청
일반음식점,골목촌돼지찌개,"경상북도 구미시 진평길 56, 1층 (진평동)",경상북도 구미시 진평동 524번지 2호 1층 ,054-473-8881,054-480-5548,경상북도 구미시청
일반음식점,정겸푸드,"경상북도 구미시 박정희로 90-15, 1층 (상모동)",경상북도 구미시 상모동 275번지 4호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,청정알탕본점,"경상북도 구미시 산호대로 187, 낙동상가 2층 205호 (공단동)",경상북도 구미시 공단동 262번지 낙동상가 2층 205호,054-462-2266,054-480-5548,경상북도 구미시청
일반음식점,코끼리식육식당한우구이,"경상북도 구미시 칠성로2길 46, 1층 (신평동)",경상북도 구미시 신평동 150번지 72호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,무동만두,"경상북도 구미시 고아읍 들성로 197, 1층 102호",경상북도 구미시 고아읍 문성리 625번지 1층 102호,,054-480-5548,경상북도 구미시청
일반음식점,베트남노상식당,"경상북도 구미시 인동36길 12, 1층 101호 (진평동)",경상북도 구미시 진평동 67번지 5호 1층 101호,,054-480-5548,경상북도 구미시청
일반음식점,술부엉,"경상북도 구미시 문장로 54-24, 1층 (도량동)",경상북도 구미시 도량동 792번지 135호 1층 ,054-451-9055,054-480-5548,경상북도 구미시청
일반음식점,착한감자탕해장국,"경상북도 구미시 원남로 44, 1층 (원평동)",경상북도 구미시 원평동 78번지 1호 1층 ,054-441-7975,054-480-5548,경상북도 구미시청
일반음식점,깔금구이점,"경상북도 구미시 고아읍 선산대로 592, 1층",경상북도 구미시 고아읍 봉한리 911번지 117호 1층 ,054-442-2821,054-480-5548,경상북도 구미시청
일반음식점,더포구미1호점,"경상북도 구미시 산동면 신당2로 29, 3층 301호",경상북도 구미시 산동면 신당리 1431번지 3층 301호,054-472-3633,054-480-5548,경상북도 구미시청
일반음식점,큰집곰탕서민밥상,"경상북도 구미시 1공단로 196, 2층 (공단동)",경상북도 구미시 공단동 264번지 19호 2층 ,054-461-0022,054-480-5548,경상북도 구미시청
일반음식점,꾸버찌옥계점,"경상북도 구미시 산동면 신당2로1길 7, 골드클래스 상가2동 지하2층 B5호",경상북도 구미시 산동면 신당리 1388번지 골드클래스 지하2층 상가2동 B5호, 070-8621-3545,054-480-5548,경상북도 구미시청
일반음식점,장천소주방,"경상북도 구미시 장천면 강동로 193-8, 1동 1층",경상북도 구미시 장천면 상장리 900번지 1호 1층 1동 ,,054-480-5548,경상북도 구미시청
일반음식점,복터진집상모점,"경상북도 구미시 박정희로 100, 1층 (상모동)",경상북도 구미시 상모동 194번지 2호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,경양식1984금오산점,"경상북도 구미시 금오산로16길 29, 1층 (원평동)",경상북도 구미시 원평동 384번지 1호 1층 ,054-454-6788,054-480-5548,경상북도 구미시청
일반음식점,한마리통큰정육식당,"경상북도 구미시 삼일로 50-6, 1층 (황상동)",경상북도 구미시 황상동 325번지 5호 1층 ,054-473-9285,054-480-5548,경상북도 구미시청
일반음식점,김밥킹,"경상북도 구미시 형곡동로 115, 1층 (형곡동)",경상북도 구미시 형곡동 146번지 2호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,장족발보쌈,"경상북도 구미시 상사동로8길 6, 1층 (임은동)",경상북도 구미시 임은동 439번지 1호 1층 ,054-465-7778,054-480-5548,경상북도 구미시청
일반음식점,항아리닭갈비웅이네,"경상북도 구미시 형곡중앙로 63, 2층 (형곡동)",경상북도 구미시 형곡동 145번지 15호 2 ,,054-480-5548,경상북도 구미시청
일반음식점,쉼터휴게실,"경상북도 구미시 구미중앙로11길 27, 가동 1층 (원평동)",경상북도 구미시 원평동 160번지 1호 1층 가동 ,,054-480-5548,경상북도 구미시청
일반음식점,행복칼국수,"경상북도 구미시 선산읍 선주로 139, 1층",경상북도 구미시 선산읍 동부리 552번지 9호 1층 ,054-481-4819,054-480-5548,경상북도 구미시청
일반음식점,대성생막창인동점,"경상북도 구미시 진평2길 16, 1층 (진평동, 피닉스타운)",경상북도 구미시 진평동 1039번지 4호 피닉스타운 ,054-471-9233,054-480-5548,경상북도 구미시청
일반음식점,다모아피자,"경상북도 구미시 비산로 21, 비산전원리빙필 상가동 1층 101호 (비산동)",경상북도 구미시 비산동 489번지 1호 비산전원리빙필 1층 상가동 101호,054-461-7667,054-480-5548,경상북도 구미시청
일반음식점,청년다방상모점,"경상북도 구미시 박정희로 116, 1층 (상모동)",경상북도 구미시 상모동 110번지 14호  ,,054-480-5548,경상북도 구미시청
일반음식점,호야푸드,"경상북도 구미시 인동28길 49-10, 1층 (진평동)",경상북도 구미시 진평동 1058번지 4호 1층 ,054-471-9245,054-480-5548,경상북도 구미시청
일반음식점,브로피자18호점,"경상북도 구미시 흥안로1길 5-24, 1층 (옥계동)",경상북도 구미시 옥계동 563번지 6호 1층 ,054-475-7766,054-480-5548,경상북도 구미시청
일반음식점,현풍닭칼국수,"경상북도 구미시 봉곡로 78, 1층 (봉곡동)",경상북도 구미시 봉곡동 428번지 4호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,포차끝판왕,"경상북도 구미시 구미중앙로19길 6-9, 1층 (원평동)",경상북도 구미시 원평동 312번지 1층 ,054-452-8822,054-480-5548,경상북도 구미시청
일반음식점,심양양꼬치본토요리,"경상북도 구미시 신시로 65, 2층 (형곡동)",경상북도 구미시 형곡동 144번지 10호 2층 ,054-457-7888,054-480-5548,경상북도 구미시청
일반음식점,작은집,"경상북도 구미시 인동26길 28, 1층 (진평동)",경상북도 구미시 진평동 108번지 3호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,틈,"경상북도 구미시 금오산로16길 8, 1층 (원평동)",경상북도 구미시 원평동 423번지 11호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,천연애구미인동점,"경상북도 구미시 인동20길 8-26, 1동 1층 (진평동)",경상북도 구미시 진평동 11번지 1호 1층 1동 ,,054-480-5548,경상북도 구미시청
일반음식점,인동맛집,"경상북도 구미시 인동17길 7, 1층 (인의동)",경상북도 구미시 인의동 688번지 3호 1층 ,054-474-4742,054-480-5548,경상북도 구미시청
일반음식점,뼈큰감자탕구평점,"경상북도 구미시 인동54안길 6-24, 필텍빌딩 1층 (구평동)",경상북도 구미시 구평동 975번지 필텍빌딩 1층 ,054-461-0333,054-480-5548,경상북도 구미시청
일반음식점,밤,"경상북도 구미시 봉곡로 89, 1층 (봉곡동)",경상북도 구미시 봉곡동 376번지 4호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,투스타앤호프,"경상북도 구미시 선산읍 동교7길 3, 1층",경상북도 구미시 선산읍 교리 1153번지 1층 ,054-451-9979,054-480-5548,경상북도 구미시청
일반음식점,브로피자23호점,"경상북도 구미시 진평2길 5-26, 1층 (진평동)",경상북도 구미시 진평동 278번지 1층 ,054-475-2586,054-480-5548,경상북도 구미시청
일반음식점,마심,"경상북도 구미시 선산읍 동교길 21-1, 1층",경상북도 구미시 선산읍 동부리 558번지 5호  ,054-481-8058,054-480-5548,경상북도 구미시청
일반음식점,옥계양꼬치,"경상북도 구미시 산호대로31길 12-69, 1층 (옥계동)",경상북도 구미시 옥계동 741번지 4호 1층 ,054-476-5188,054-480-5548,경상북도 구미시청
일반음식점,노가리까는언니,"경상북도 구미시 봉곡로 104, 1층 (봉곡동)",경상북도 구미시 봉곡동 378번지 9호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,멕시카나치킨도량2동점,"경상북도 구미시 송동로 63, 준성빌딩 1층 (도량동)",경상북도 구미시 도량동 273번지 1호 준성빌딩 1층 ,054-442-9231,054-480-5548,경상북도 구미시청
일반음식점,비비큐구미봉곡점,"경상북도 구미시 봉곡북로 56, 나동 1층 (봉곡동)",경상북도 구미시 봉곡동 184번지 2호 1층 나동 ,054-444-9291,054-480-5548,경상북도 구미시청
일반음식점,투다리남통점,"경상북도 구미시 원남로 59-1, 1층 (원평동)",경상북도 구미시 원평동 77번지 28호 1층 ,054-453-1919,054-480-5548,경상북도 구미시청
일반음식점,내가진짜떡볶이다,"경상북도 구미시 백산로 83, 1층 (송정동)",경상북도 구미시 송정동 7번지 5호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,진빈대떡신사,"경상북도 구미시 형곡서로 79, 1층 (형곡동)",경상북도 구미시 형곡동 167번지 3호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,산천식당,"경상북도 구미시 금오시장로9길 8-1, 1층 (원평동)",경상북도 구미시 원평동 1022번지 5호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,본죽앤비빔밥신평비산점,"경상북도 구미시 신비로 95, 강변파라디아 A동 106호 (공단동)",경상북도 구미시 공단동 759번지 강변파라디아 A동 106호,,054-480-5548,경상북도 구미시청
일반음식점,현이네,"경상북도 구미시 인동32길 35-20, 1층 101호 (진평동)",경상북도 구미시 진평동 140번지 7호 1층 101호,,054-480-5548,경상북도 구미시청
일반음식점,에덴막국수황태물찜,"경상북도 구미시 고아읍 선산대로 1218, 고아에덴타운 2층 202호",경상북도 구미시 고아읍 오로리 460번지 1호 고아에덴타운 2층 202호,054-482-1233,054-480-5548,경상북도 구미시청
일반음식점,찜닭킹,"경상북도 구미시 상사서로12길 5-5, 1층 (사곡동)",경상북도 구미시 사곡동 698번지 5호 1층 ,054-462-0466,054-480-5548,경상북도 구미시청
일반음식점,황계상황삼계탕,"경상북도 구미시 구미중앙로 346, 2동 1층 (송정동)",경상북도 구미시 송정동 284번지 9호 1층 2동 ,054-458-3388,054-480-5548,경상북도 구미시청
일반음식점,혼네옥계점,"경상북도 구미시 산호대로29길 19-7, 1층 (옥계동)",경상북도 구미시 옥계동 837번지 4호 1층 ,070-7799-6441,054-480-5548,경상북도 구미시청
일반음식점,우리소한우,"경상북도 구미시 봉곡동로 12, 1층 (봉곡동)",경상북도 구미시 봉곡동 224번지 3호  ,054-452-7479,054-480-5548,경상북도 구미시청
일반음식점,안계식당,"경상북도 구미시 도개면 도안로 87, 1층",경상북도 구미시 도개면 궁기리 809번지 5호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,시골숯불치킨인동점,"경상북도 구미시 인동19길 34-1, 1층 (인의동)",경상북도 구미시 인의동 657번지 1호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,목련쉼터,"경상북도 구미시 칠성로6길 48, 1층 25-2호 (신평동)",경상북도 구미시 신평동 150번지 4호 1층 25-2호,,054-480-5548,경상북도 구미시청
일반음식점,오이시,"경상북도 구미시 상모로10길 23, 파크빌딩 1층 102호 (상모동)",경상북도 구미시 상모동 65번지 1호 파크빌딩 1층 102호,054-465-8884,054-480-5548,경상북도 구미시청
일반음식점,장미,"경상북도 구미시 금오시장로8길 12, 3층 (원평동)",경상북도 구미시 원평동 1032번지 22호 3층 ,,054-480-5548,경상북도 구미시청
일반음식점,풍국면,"경상북도 구미시 구미중앙로 346, 2동 2층 (송정동)",경상북도 구미시 송정동 284번지 9호 2층 2동 ,,054-480-5548,경상북도 구미시청
일반음식점,소문난동래밀면,"경상북도 구미시 고아읍 들성로 197, 1층",경상북도 구미시 고아읍 문성리 625번지 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,허가네밥상,"경상북도 구미시 형곡로 186, 형곡중앙시장 1층 32호 (형곡동)",경상북도 구미시 형곡동 321번지 형곡중앙시장 1층 32호,054-453-1110,054-480-5548,경상북도 구미시청
일반음식점,소주전설포차,"경상북도 구미시 진평2길 54-1, 1층 (진평동)",경상북도 구미시 진평동 621번지 4호 1층 ,054-472-8253,054-480-5548,경상북도 구미시청
일반음식점,미스터스시,"경상북도 구미시 상사동로8길 12, 1층 101호 (임은동)",경상북도 구미시 임은동 444번지 2호 1층 101호, 070-4388-7887,054-480-5548,경상북도 구미시청
일반음식점,금오산숯가마식당,"경상북도 구미시 고아읍 송평로1길 9-6, 1층",경상북도 구미시 고아읍 송림리 636번지 4호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,개민주네,"경상북도 구미시 원남로 62, 1층 (원평동)",경상북도 구미시 원평동 78번지 42호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,김말자꼬마김밥상모사곡점,"경상북도 구미시 상사서로4길 9, 미성오딧세이 102동 1층 3호 (상모동)",경상북도 구미시 상모동 58번지 3호 미성오딧세이 1층 102동 3호,054-462-7400,054-480-5548,경상북도 구미시청
일반음식점,죽이야기구미신평점,"경상북도 구미시 구미대로 409, 지엘리베라움 1층 104호 (신평동)",경상북도 구미시 신평동 150번지 61호 1층 104호,,054-480-5548,경상북도 구미시청
일반음식점,핑돈갈비찜,"경상북도 구미시 역전로2길 18, 태금빌딩 1층 (원평동)",경상북도 구미시 원평동 153번지 1호 태금빌딩 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,베트남쌀국수상모점,"경상북도 구미시 상사서로 43, 지하1층 (상모동)",경상북도 구미시 상모동 36번지 4호 지하1층 ,,054-480-5548,경상북도 구미시청
일반음식점,아지야가꿉으께도량봉곡점,"경상북도 구미시 봉곡로21길 19-7, 1층 (봉곡동)",경상북도 구미시 봉곡동 199번지 10호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,대화송어회직판장,"경상북도 구미시 선산대로 67, 1층 (지산동)",경상북도 구미시 지산동 495번지 1호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,황태대통령,"경상북도 구미시 형곡로 186, 형곡중앙시장 2층 9,10호 (형곡동)","경상북도 구미시 형곡동 321번지 형곡중앙시장 2층 9,10호",,054-480-5548,경상북도 구미시청
일반음식점,앗싸마늘닭앗싸찜닭앗싸마늘똥집인동점,"경상북도 구미시 인동25길 19, 수빌딩 1층 (인의동)",경상북도 구미시 인의동 695번지 3호 수빌딩 1층 ,054-473-1995,054-480-5548,경상북도 구미시청
일반음식점,빠쎄,"경상북도 구미시 송원서로6길 42, 1층 (원평동)",경상북도 구미시 원평동 1058번지 4호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,대구생막창,"경상북도 구미시 수출대로31길 69, 1층 101호 (황상동)",경상북도 구미시 황상동 200번지 17호 1층 101호,,054-480-5548,경상북도 구미시청
일반음식점,커피멜로우,"경상북도 구미시 봉곡로13길 14, 1층 (봉곡동)",경상북도 구미시 봉곡동 273번지 5호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,배달삼겹돼지되지,"경상북도 구미시 옥계신당로1길 21-8, 1층 103-1호 (옥계동)",경상북도 구미시 옥계동 1183번지 1층 103-1호,,054-480-5548,경상북도 구미시청
일반음식점,예닭,"경상북도 구미시 도봉로5안길 7-20, 1층 (도량동)",경상북도 구미시 도량동 321번지 15호 1층 ,054-607-9982,054-480-5548,경상북도 구미시청
일반음식점,동인동매운갈비찜,"경상북도 구미시 인동32길 40-15, 1층 (진평동)",경상북도 구미시 진평동 149번지 1호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,쿡플구미점,"경상북도 구미시 인동32길 7, 1층 (진평동)",경상북도 구미시 진평동 64번지 11호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,정대감한방삼계탕진평점,"경상북도 구미시 인동32길 21-5, 1층 (진평동)",경상북도 구미시 진평동 86번지 11호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,연희옥옥계점,"경상북도 구미시 산호대로29길 19-13, 1층 102호 (옥계동)",경상북도 구미시 옥계동 837번지 1호 1층 102호,054-472-0207,054-480-5548,경상북도 구미시청
일반음식점,아트당구장,"경상북도 구미시 봉곡남로 88-1, 2층 (봉곡동)",경상북도 구미시 봉곡동 380번지 6호 2층 ,,054-480-5548,경상북도 구미시청
일반음식점,별헤는밤상모사곡점,"경상북도 구미시 상사서로 148, 1층 (사곡동)",경상북도 구미시 사곡동 681번지 5호 1층 ,054-462-6166,054-480-5548,경상북도 구미시청
일반음식점,홍굴짬뽕,"경상북도 구미시 비산로3길 33-15, 2층 (비산동)",경상북도 구미시 비산동 447번지 2층 ,,054-480-5548,경상북도 구미시청
일반음식점,백민푸드,"경상북도 구미시 봉곡남로7길 14, 1층 (봉곡동)",경상북도 구미시 봉곡동 265번지 5호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,송정둥지보쌈,"경상북도 구미시 산호대로29길 8-8, 1층 (옥계동)",경상북도 구미시 옥계동 843번지 3호 1층 ,054-475-0056,054-480-5548,경상북도 구미시청
일반음식점,롤링스톤,"경상북도 구미시 신시로7길 16, 2층 (형곡동)",경상북도 구미시 형곡동 143번지 24호 2층 ,054-453-7766,054-480-5548,경상북도 구미시청
일반음식점,춘자식당,"경상북도 구미시 산동면 신당인덕2로3길 22-2, 1동 1층",경상북도 구미시 산동면 신당리 1645번지 구미국가산업단지확장단지 17-6 4 1층 1동 ,054-476-3232,054-480-5548,경상북도 구미시청
일반음식점,이카루스,"경상북도 구미시 인동11길 8-13, 2층 (인의동)",경상북도 구미시 인의동 682번지 7호 2층 ,054-475-8002,054-480-5548,경상북도 구미시청
일반음식점,이례순대돼지국밥,"경상북도 구미시 신비로 116, 1층 (비산동)",경상북도 구미시 비산동 459번지 8호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,퓨전포차선,"경상북도 구미시 임은길 13, 1층 (임은동)",경상북도 구미시 임은동 325번지 26호 1층 ,054-462-2394,054-480-5548,경상북도 구미시청
일반음식점,사조참치원평점,"경상북도 구미시 구미중앙로35길 28, 2층 202호 (원평동)",경상북도 구미시 원평동 1052번지 8호 2층 202호,,054-480-5548,경상북도 구미시청
일반음식점,모닥,"경상북도 구미시 인동가산로 20, 2동 1층 (진평동)",경상북도 구미시 진평동 1026번지 4호 1층 2동 ,054-475-1002,054-480-5548,경상북도 구미시청
일반음식점,구평포차,"경상북도 구미시 인동38길 15-7, C동 1층 109호 (구평동)",경상북도 구미시 구평동 449번지 4호 1층 C동 109호,054-471-9900,054-480-5548,경상북도 구미시청
일반음식점,제주석갈비,"경상북도 구미시 상사서로 69, 1층 (상모동)",경상북도 구미시 상모동 29번지 6호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,무보까국밥신평점,"경상북도 구미시 신비로 4, 1층 나호 (신평동)",경상북도 구미시 신평동 129번지 2호 1층 나호,054-464-3463,054-480-5548,경상북도 구미시청
일반음식점,아빠네옛날시장통닭,"경상북도 구미시 산호대로 955-1, 세영리첼 더프라임 301동 지하1층 106호 (옥계동)",경상북도 구미시 옥계동 936번지 세영리첼 더프라임 지하1층 301동 106호,054-474-1588,054-480-5548,경상북도 구미시청
일반음식점,알찬밥상,"경상북도 구미시 산동면 신당1로4길 5-6, 1동 1층 104호",경상북도 구미시 산동면 신당리 1411번지 1층 1동 104호,054-471-3316,054-480-5548,경상북도 구미시청
일반음식점,커피스미스구미아이씨만남의광장점,"경상북도 구미시 구미중앙로 346, 1동 1,2층 (송정동)","경상북도 구미시 송정동 284번지 9호 1동 1,2층 ",,054-480-5548,경상북도 구미시청
일반음식점,따뜻한한끼앤한잔,"경상북도 구미시 도봉로5안길 3-11, 1층 (도량동)",경상북도 구미시 도량동 4번지 7호 1층 ,,054-480-5548,경상북도 구미시청
일반음식점,오복맛집식당,"경상북도 구미시 광평길 18, 가동 1층 103호 (광평동)",경상북도 구미시 광평동 76번지 4호 1층 가동 103호,,054-480-5548,경상북도 구미시청
일반음식점,청담동더한상,"경상북도 구미시 흥안로1길 4, 옥계시장형종합 상가A동 1층 105호 (옥계동)",경상북도 구미시 옥계동 560번지 4호 옥계시장형종합 상가A동 105호,,054-480-5548,경상북도 구미시청
일반음식점,바로만든족발진평점,"경상북도 구미시 인동32길 22-9, 1,2층 (진평동)","경상북도 구미시 진평동 92번지 8호 1,2층 ",054-473-6789,054-480-5548,경상북도 구미시청
일반음식점,서민찜닭봉곡점,"경상북도 구미시 봉곡로 88, 1층 (봉곡동)",경상북도 구미시 봉곡동 377번지 4호 1층 ,,054-480-5548,경상북도 구미시청
